codigo;ex;tipo;descricao;nacionalfederal;importadosfederal;estadual;municipal;vigenciainicio;vigenciafim;chave;versao;fonte
29242996;;0;"Benzoato de denatônio";4.20;10.70;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29242999;;0;"Outros amidas ciclicas,seus derivados e sais";4.20;6.92;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29251100;;0;"Sacarina e seus sais";4.20;10.70;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29251200;;0;"Glutetimida";4.20;6.92;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29251910;;0;"Talidomida";4.20;10.70;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29251990;;0;"Outros imidas,seus derivados e sais";4.20;6.92;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29252100;;0;" clordimeforme (iso)";4.20;6.92;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29252911;;0;"Aspartato de l-arginina";4.20;6.92;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29252919;;0;"Outs arginina e seus sais";4.20;6.92;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29252921;;0;"Guanidina";4.20;6.92;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29252922;;0;"N,n-difenilguanidina";4.20;6.92;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29252923;;0;"Clorexidina e seus sais";4.20;10.12;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29252929;;0;"Outros derivados da guanidina e seus sais";4.20;6.92;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29252930;;0;"Amitraz";4.20;10.12;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29252940;;0;"Isetionato de pentamidina";4.20;10.70;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29252950;;0;"N-(3,7-dimetil-7-hidroxioctilideno)antranilato metila";4.20;10.12;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29252990;;0;"Outros iminas,seus derivados e sais";4.20;6.92;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29261000;;0;"Acrilonitrila";4.20;10.12;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29262000;;0;"1-cianoguanidina (diciandiamida)";4.20;6.92;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29263011;;0;"Femproporex (fenproporex)";4.20;10.70;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29263012;;0;"Ssia de fenproporex";4.20;6.92;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29263020;;0;"Intermediário de metadona";4.20;6.92;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29264000;;0;"Alfa fenilacetoacetonitrila";4.20;6.92;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29269011;;0;"Verapamil";4.20;6.92;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29269012;;0;"Cloridrato de verapamil";4.20;6.92;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29269019;;0;"Outros sais de verapamil";4.20;6.92;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29269021;;0;"Alcool alfa-ciano-3-fenoxibenzilico";4.20;6.92;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29269022;;0;"Ciflutrin";4.20;6.92;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29269023;;0;"Cipermetrina";4.20;10.70;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29269024;;0;"Deltametrina";4.20;6.92;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29269025;;0;"Fenvalerato";4.20;6.92;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29269026;;0;"Cialotrin (cyhalothrin)";4.20;6.92;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29269029;;0;"Outs.derivs,esteres do alcool alfa-ciano-3-fenoxibenzil";4.20;6.92;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29269030;;0;"Sais de intermediario da metadona";4.20;6.92;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29269091;;0;"Adiponitrila (1,4-dicianobutano)";4.20;6.92;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29269092;;0;"Cianidrina de acetona (acetona cianidrina)";4.20;6.92;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29269093;;0;"Closantel";4.20;10.70;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29269095;;0;"Clorotalonil";4.20;6.92;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29269096;;0;"Cianoacrilatos de etila";4.20;10.12;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29269099;;0;"Outros compostos de funcao nitrila";4.20;6.92;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29270010;;0;"Compostos diazoicos";4.20;6.92;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29270021;;0;"Azodicarbonamida";4.20;10.70;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29270029;;0;"Outros compostos azoicos";4.20;6.92;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29270030;;0;"Compostos azoxicos";4.20;6.92;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29280011;;0;"Metiletilacetoxima";4.20;6.92;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29280019;;0;"Outros acetoximas,seus derivados e sais";4.20;6.92;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29280020;;0;"Carbidopa";4.20;6.92;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29280030;;0;"2-hidrazinoetanol";4.20;6.92;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29280041;;0;"Fenilidrazina";4.20;10.12;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29280042;;0;"Derivados da fenilidrazina";4.20;10.12;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29280090;;0;"Outs.derivados organicos da hidrazina e hidroxilamina";4.20;6.92;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29291010;;0;"Diisocianato de difenilmetano";4.20;6.92;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29291021;;0;"Mistura de isomeros de diisocianatos de tolueno";4.20;6.92;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29291029;;0;"Outros diisocianatos de tolueno";4.20;10.70;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29291030;;0;"Isocianato de 3,4-diclorofenila";4.20;6.92;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29291090;;0;"Outros isocianatos";4.20;6.92;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29299011;;0;"Acido ciclamico de sodio e seus sais";4.20;10.12;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29299012;;0;"Acido ciclamico de calcio e seus sais";4.20;10.12;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29299019;;0;"Outros acidos ciclamicos e seus sais";4.20;6.92;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29299021;;0;"Dialogenetos de n,n-dialquil-fosforoamidatos (...)";4.20;6.92;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29299022;;0;"N,n-dialquil-fosforoamidatos de dialquila, (...)";4.20;6.92;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29299029;;0;"Outros (n,n-dialquil-fosforamidas e seus derivados)";4.20;6.92;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29299090;;0;"Outros compostos de funcoes nitrogenadas";4.20;6.92;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29302011;;0;"Eptc (tiocarbamato)";4.20;6.92;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29302012;;0;"Cartap";4.20;6.92;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29302013;;0;"Tiobencarb (dietiltiocarbamato de s-4-clorobenzila)";4.20;6.92;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29302019;;0;"Outros tiocarbamatos";4.20;6.92;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29302021;;0;"Ziram e dimetilditiocarbamato de sodio";4.20;10.12;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29302022;;0;"Dietilditiocarbamato de zinco";4.20;10.12;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29302023;;0;"Dibutilditiocarbamato de zinco";4.20;10.12;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29302024;;0;"Metam sodio";4.20;10.70;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29302029;;0;"Outros ditiocarbamatos";4.20;6.92;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29303011;;0;"Monossulfeto de tetrametiltiourama";4.20;10.12;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29303012;;0;"Sulfiram";4.20;10.12;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29303019;;0;"Outros monossulfetos de tiourama";4.20;6.92;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29303021;;0;"Thiram";4.20;10.12;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29303022;;0;"Dissulfiram";4.20;6.92;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29303029;;0;"Outros dissulfetos de tiourama";4.20;6.92;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29303090;;0;"Tetrassulfetos de tiourama";4.20;6.92;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29304010;;0;"Dl-metionina,teor de cinzas sulfatadas>0.1% em peso";4.20;6.92;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29304090;;0;"Outros metioninas";4.20;6.92;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29306000;;0;"2 (n,n dietilamino)etanotiol";4.20;6.92;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29307000;;0;"Sulfeto de bis(2 hidroxietila) (tiodiglicol (dci))";4.20;6.92;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29308010;;0;"Aldicarb";4.20;6.92;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29308020;;0;"Captafol";4.20;6.92;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29308030;;0;"Metamidofos";4.20;10.12;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29309011;;0;"Acido tioglicolico e seus sais";4.20;6.92;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29309012;;0;"Cisteina";4.20;6.92;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29309013;;0;"N,n-dialquil-2-aminoetanotiol, com grupos .... , e seus sais protonados";4.20;6.92;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29309019;;0;"Outros tiois,seus derivados e sais";4.20;6.92;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29309021;;0;"Tioureia";4.20;6.92;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29309022;;0;"Tiofanato-metila";4.20;6.92;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29309023;;0;"4-metil-3-tiosemicarbazida";4.20;6.92;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29309029;;0;"Outros tioamidas,seus derivados e sais";4.20;6.92;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29309031;;0;"2-(etiltio)etanol com uma concentracao>=98%";4.20;6.92;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29309032;;0;"3-(metiltio)propanal e aldicarb";4.20;6.92;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29309033;;0;"Clorotioformiato de s-etila";4.20;6.92;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29309034;;0;"Acido 2-hidroxi-4-(metiltio)butanoico e seu sal calcico";4.20;6.92;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29309035;;0;"Metomil";4.20;6.92;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29309036;;0;"Carbocisteina";4.20;10.12;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29309037;;0;"4-sulfatoetilsulfonil-2,5-dimetoxianilina,etc.";4.20;10.12;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29309039;;0;"Outros tioeteres,tioesteres,seus derivados e sais";4.20;6.92;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29309041;;0;"O,o-dietil-fosforotioato de s-(2-)dietilamino) etila) e seus sais (...)";4.20;6.92;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29309042;;0;"Fosforoditioato de 0,0-dimetila s-(etc.)vamidotion";4.20;6.92;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29309043;;0;"Fosforotioato de o-(4-bromo-s-clorofenila, etc) profenofos";4.20;6.92;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29309049;;0;"Outros (fosforotioatos,seus derivados e sais)";4.20;6.92;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29309051;;0;"Forato";4.20;6.92;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29309052;;0;"Dissulfoton";4.20;10.12;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29309053;;0;"Etion";4.20;6.92;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29309054;;0;"Dimetoato";4.20;6.92;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29309057;;0;"Tiometon";4.20;10.70;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29309059;;0;"Outros fosforoditioatos,seus derivados e sais";4.20;6.92;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29309061;;0;"Acefato";4.20;10.12;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29309069;;0;"Outros fosforoamidotioatos,seus derivados e sais";4.20;6.92;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29309071;;0;"Tiaprida";4.20;6.92;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29309072;;0;"Bicalutamida";4.20;10.70;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29309079;;0;"Outros sulfonas";4.20;6.92;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29309081;;0;"Sulfeto de 2-cloroetila e de clorametila";4.20;6.92;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29309082;;0;"Sulfeto de bis (2-cloroetila)";4.20;6.92;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29309083;;0;"Bis (2-cloroetiltio) metano";4.20;6.92;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29309084;;0;"1,2-bis (2-cloroetiltio) etano";4.20;6.92;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29309085;;0;"1,3-bis (2-cloroetiltio) n-propano";4.20;6.92;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29309086;;0;"1,4-bis (2-cloroetiltio) n-butano";4.20;6.92;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29309087;;0;"1,5-bis (2-cloroetiltio) n-pentano";4.20;6.92;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29309088;;0;"Oxido de bis (2-cloroetiltiometila)";4.20;6.92;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29309089;;0;"Oxido de bis (2-cloroetiltioetila)";4.20;6.92;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29309091;;0;"Captan";4.20;6.92;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29309093;;0;"Metileno-bis-tiocianato";4.20;10.12;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29309094;;0;"Dimetiltiofosforamida";4.20;6.92;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29309095;;0;"Etilditiofosfonato de o-etila e de s-fenila (fonofós)";4.20;6.92;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29309096;;0;"Hidrogenio alquil  (de c1 a c3) fosfonotioatos (...)";4.20;10.12;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29309097;;0;"Outros compostos que apresentam um átomo de fósforo ligado (...)";4.20;10.12;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29309098;;0;"Ditiocarbonatos (xantatos e xantogenatos)";4.20;10.12;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29309099;;0;"Outros tiocompostos organicos";4.20;6.92;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29311000;;0;"Chumbo tetrametila e chumbo tetraetileno";4.20;6.92;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29312000;;0;"Compostos de tributilestanho";4.20;6.92;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29313100;;0;"Metilfosfonato de dimetila";4.20;10.12;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29313200;;0;"Propilfosfonato de dimetila";4.20;10.12;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29313300;;0;"Etilfosfonato de dietila";4.20;10.12;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29313400;;0;"Metilfosfonato de sodio 3 (triidroxisilil)propila";4.20;10.12;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29313500;;0;"2,4,6 trioxido de 2,4,6 tripropil 1,3,5,2,4,6 trioxatrifosfinano";4.20;10.12;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29313600;;0;"Metilfosfonato de (5 etil 2 metil 2 oxido 1,3,2 dioxafosfinan 5 il)metil metila";4.20;10.12;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29313700;;0;"Metilfosfonato de bis[(5 etil 2 metil 2 oxido 1,3,2 dioxafosfinan 5 il)metila]";4.20;10.12;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29313800;;0;"Sal do acido metilfosfonico e de (aminoiminometil)ureia (1:1)";4.20;10.12;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29313911;;0;"Etefon, difenilfosfonato(4,4  bis((dimetoxifosfinil)metil)difenila)";4.20;6.92;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29313912;;0;"Glifosato e seu sal de monoisopropilamina";4.20;10.12;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29313913;;0;"Etidronato dissodico";4.20;10.70;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29313914;;0;"Triclorfon";4.20;10.12;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29313915;;0;"Glufosinato de amonio";4.20;6.92;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29313916;;0;"Hidrogenofosfonato de bis(2 etilexilo)";4.20;6.92;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29313917;;0;"Acido fosfonometiliminodiacetico, acido trimetilfosfonico";4.20;10.12;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29313918;;0;"Acido clodronico e seu sal dissodico, fotemustina";4.20;6.92;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29313991;;0;"Alquil(de c1 a c3)fosfonofluoridatos de o alquila (de ate c10, incluindo os cicloalquila)";4.20;10.12;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29313992;;0;"Metilfosfonocloridato de o isopropila";4.20;10.12;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29313993;;0;"Metilfosfonocloridato de o pinacolila";4.20;10.12;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29313994;;0;"Difluoreto de alquilfosfonila, com grupo alquila de c1 a c3";4.20;10.12;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29313995;;0;"Hidrogenio alquil(de c1 a c3)fosfonitos de [o 2 (dialquil(de c1 a c3)amino)etila], seus esteres de o alquila (de ate c10, incluindo os cicloalquila), sais alquilados ou protonados destes produtos";4.20;10.12;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29313996;;0;"Outros compostos que contenham um atomo de fosforo ligado a um grupo alquila (de c1 a c3), sem outros atomos de carbono";4.20;10.12;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29313997;;0;"N,n dialquil(de c1 a c3)fosforoamidocianidatos de o alquila (de ate c10, incluindo os cicloalquila)";4.20;10.12;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29313999;;0;"Outros";4.20;10.12;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29319021;;0;"Bis(trimetilsilil)ureia";4.20;6.92;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
29319029;;0;"Outros compostos organossilicicos";4.20;6.92;0.00;0.00;01/01/2018;31/03/2018;A5G7R1;18.1.A;IBPT/FECOMERCIO RJ
